x;y;z
0.18330160654746866;-1.348691773603935;0.98151172319741586
0.4636428227760635;1.0993273593694317;-0.04322828685485193
0.95782833870616324;-0.074486011400639929;0.12648327728440065
-2.282350234474829;-0.082932825951632178;-0.55058588077419368
0.10103990322815107;0.099877834529305085;-0.14762478083809621
0.14727259695962658;1.8256723199791371;-0.92333863021826468
0.83756512447393883;0.024080150081712343;-0.71485523453331423
0.10207679580382494;-1.8613811610559439;0.79804723388820076
-0.27842265549387235;-0.072839224464091995;-0.072976598999767009
0.69077887295762375;0.081763399926201186;-0.76755829112811058
2.269681143094175;-0.020548556616141699;-0.295253746303835
0.54358903158470873;-0.84189370165097321;-0.016837007438933377
-0.72479252445508668;-0.83267889628385217;0.038835149708912164
-1.2966212468226734;0.15808712439353739;-0.9490423887732794
0.91558602153675483;-0.050122042536015501;0.020908745361042629
-0.55740516825035225;-0.85880266800418847;-0.088656927601173441
-0.045343213934462653;-0.74279948593469625;0.87397688771531279
1.1077581345485579;-0.05945169185353915;-1.1089017516291635
2.3023944320637408;-0.053509855819239262;-0.48152731623273054
0.1487931237887708;0.24038973955894771;0.131905217701664
-2.1858650706337532;-0.0922676647806214;0.63652232278990017
0.21310263414842823;-0.2906365729836824;-0.15235286630448275
2.1065572807040587;0.032494346608792503;-0.5255708723937087
1.0701983536255595;0.19004656019387664;0.036535938343703465
-0.7842734112848404;-0.29529801855047499;0.15004306697282485
-0.54333500157945236;0.031002609239488849;0.77297365116269512
-1.0850352674469523;0.015583205371086739;1.0997405327109309
0.34077761507036158;0.079571961467665694;0.14136769287600812
-0.14237271660327466;-2.1195744884665602;-0.55558380975542454
0.076617875690418849;-2.2621658549284187;-0.046253914853823991
0.082145139998170871;0.5531870913586;0.60592021092307902
-0.18410378359046245;-2.0869844845832306;-0.88476043018678552
0.28778035249046002;-0.017579975634678807;-0.2548464861706321
-1.9540422350554842;0.068648064273289663;-0.96955894028835976
-1.8988802343560225;0.17997017176605049;-0.79408851296785721
0.049050507035998933;1.388294746355718;-1.0934635280209049
0.089800480487635198;-2.1603784150038949;-0.43431703875695993
0.10595352751104901;-2.1720522209265019;-0.34889379656906
0.012837854169491444;-1.9605656234548923;0.87232643272387123
-0.14701088692662098;-2.2006138977656753;0.50435465867778673
-0.8528485088933313;-0.62123589113304567;0.082196948934162295
-0.15379751827121985;1.3273067875097477;-0.87967773810466088
-0.089615619633685459;2.0895772248850779;-0.72466030009845084
-2.2539614570631468;0.028623122605318956;0.053675867569693225
0.6318158472987635;-0.86956177760022435;-0.01942404901277511
-0.90900153197312528;0.58052569010092581;0.11832706903776816
-0.11533565568852901;-1.0884642129858637;-0.88679518795561818
-2.1993404621339669;0.056598738760911947;-0.48087550793858785
0.13930422132419248;1.1629806427504144;-1.0253858211172955
1.699669325184042;0.15078194668567863;0.92009606232830166
2.2111464736154081;0.037161320072051862;-0.48243109867240319
0.098981631310406035;-2.0735481654112817;0.55929591513978105
-0.70924569865861231;0.019522452065588024;-0.88790941461992179
0.16076687006488319;0.94597231459865583;0.10090348110959338
-0.065417326701622411;-0.28685881312416805;0.12786959987065305
-0.21681626347251395;0.4568818581969043;-0.73465955609226596
0.7407160051869659;-0.63906556827288452;0.17400704723079924
0.56740852493187965;-0.12350111931175305;0.66927711475375595
-1.0110239582035034;0.662691153663302;-0.038502450490908086
-0.064801051030676168;-2.0920910635025933;0.92028553727383544
1.1281889134312422;-0.073306407536525994;0.92081579129673563
-2.2620539034649432;-0.14862471203152611;-0.35235443675161421
-0.50475784560223802;0.065156441756786115;-0.0047580946993643668
-2.4302297431835966;-0.091064577718403553;-0.11687299409178337
0.17423444345168604;0.11017246853387012;-0.063381070309741078
0.60219103937637264;-0.10704774562889373;-0.46232102753706872
0.18937227519537814;-1.0138614381567104;-0.075406626645645028
-1.8507918501301082;0.045182244700667173;0.62214413377270972
1.0127586973712368;0.091396766565351187;-0.013533098471040962
-1.3179614305435123;-0.1363286108504185;1.0300690845098499
-0.74796055984279419;0.7526261552507344;0.18667491392815216
1.1482382925865533;-0.026005922128748169;0.98783163080921776
-0.042147644104620317;-2.0981024897100577;0.75329749777268495
0.42952364854257707;-0.018301360693288308;-0.54026827485881468
-0.20463775922049293;2.4211758319548671;0.14809730878342514
0.87468930546024337;0.067304418673511071;0.10206853588497573
-0.078143984761241014;1.0550685922907168;-0.21037684790970987
-0.38841085042849938;0.064464480905228452;-0.089487276947212563
0.13491908099053412;1.6354724293292893;0.87685455335308204
0.45088375098295608;-0.14752812953228095;-0.30752803554672803
0.026385295118331185;2.1914897626277603;-0.25686405952879598
-0.62355155669549445;0.44051552994016036;0.1067456408902169
0.45626293623639874;-0.048489754603167033;-0.46974607518582667
-2.100518551821712;-0.13335348056247959;0.6421477817143566
0.047652889734084547;-1.0213891160679898;-0.97894507459394364
0.39169869815908392;-0.79925434458116784;0.046947040594804604
0.15499348351695388;0.74566587104323756;0.89575424552988026
1.5884353391466026;-0.082045805278425629;0.8954308648550422
0.015257144590058828;-2.4037609657688486;-0.27579833586922847
-1.2135956085616044;-0.019458266618310065;-1.0625281761808589
0.4063741847663056;0.0029006926277073859;-0.43872502605240848
-2.3432412471343049;-0.093676341008201394;0.26412837743631951
-1.3648759781741371;0.088137359662773571;-1.0753692212396702
0.064573504933574166;-1.5755926189250735;-0.98767608954767105
0.5844446932791022;-0.86158888507038822;-0.045714036304547893
0.84449372277781987;-0.26182221226917723;0.087950981487784033
-0.21042807657786897;-0.94474047133510719;-0.038691071560331219
0.017606388800658696;-0.34522275196310914;-0.34909524449028678
-1.1382330897879989;-0.07538587324108155;-0.83465209332115164
-0.46676168511419225;0.081388146177337112;-0.47673147972833968
0.14118373716517199;-2.0084735460496717;0.74341769554888792
-1.5685988000481683;-0.028179977316012596;-0.83086100817902753
-1.0186132453058787;-0.044089135634040356;-0.94499502233366128
1.0636083441521058;0.32793029686941944;-0.01165307442301371
-1.7650888046306585;0.113521660285063;1.0408889710975247
0.7084119286385564;-0.66878378641313241;-0.060038181585969658
0.82476742396078595;0.13590691030060012;0.77375074275044831
-1.0309496389869226;-0.087271752083718915;0.88821315420160929
-0.54415464730640817;1.0091417684825785;-0.13416163234369635
-1.3604807189436197;0.12531230339579597;1.0444986006971775
0.73639631835375541;0.044752121320584433;-0.83926244411003137
-0.41178830258934057;0.072877275243026673;-0.23885164177906343
0.26520996706218214;-0.91902227387579716;0.12414328380596407
1.6938564294476626;0.033175878915920803;1.1064309984435747
0.33539521200546574;2.2937497337669774;0.080017706752249354
0.69476925173532467;-0.76642141441542166;-0.20574936637144378
-2.0715960133916838;-0.079270939671290203;0.57078193420937928
0.11672906934998309;1.1196300380634265;-0.11630415108862301
-0.81260578578367892;0.023492383909202535;0.81453335883350464
-0.39883327901146448;0.92227669712008686;-0.080167573422944505
0.69554078514442563;0.042084609176699192;0.87020464271877207
1.0588227198557096;-0.11726483924899722;-0.0081694832796599063
-0.081891173978010823;-1.2853692070441316;0.99483710764678124
0.16986821892031739;-0.57347113104148029;-0.50032172186575297
-0.9054276642532908;-0.25045544506341028;-0.89325810320506149
0.95419658136867214;0.095740172643382498;-0.88569846966286248
0.18764475616869658;-0.30523244781969078;0.066533358607678603
